"Date" "Mid Price"
6/15/2011 197.9358
6/14/2011 204.8676
6/13/2011 203.0263
6/10/2011 204.8909
6/9/2011 207.2147
6/8/2011 205.3791
6/7/2011 203.3747
6/6/2011 202.1766
6/3/2011 204.3309
6/2/2011 203.9729
6/1/2011 203.4047
5/31/2011 206.5242
5/27/2011 204.0321
5/26/2011 202.8174
5/25/2011 203.3916
5/24/2011 199.9582
5/23/2011 197.6339
5/20/2011 201.0535
5/19/2011 199.5169
5/18/2011 201.7898
5/17/2011 196.4969
5/16/2011 197.3226
5/13/2011 199.6203
5/12/2011 198.8976
5/11/2011 198.9068
5/10/2011 206.9416
5/9/2011 204.053
5/6/2011 197.0945
5/5/2011 200.0595
5/4/2011 213.9975
5/3/2011 217.3334
5/2/2011 220.6947
4/29/2011 221.9982
4/28/2011 219.7752
4/27/2011 220.0989
4/26/2011 219.9819
4/25/2011 220.1696
4/21/2011 220.0278
4/20/2011 218.9611
4/19/2011 215.1805
4/18/2011 214.6525
4/15/2011 217.3063
4/14/2011 215.3978
4/13/2011 215.1089
4/12/2011 213.8404
4/11/2011 219.6336
4/8/2011 222.6567
4/7/2011 218.2499
4/6/2011 217.4567
4/5/2011 217.0979
4/4/2011 216.269
4/1/2011 214.345
3/31/2011 212.6391
3/30/2011 208.4168
3/29/2011 208.9274
